gvkey,splticrm,spsdrm,spsticrm,datadate,city,conml,ggroup,gind,gsector,gsubind,idbflag,loc,naics,sic,spcindcd,spcseccd,spcsrc,state,conm,tic
1013, , , ,1/31/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
1013, , , ,2/28/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
1013, , , ,3/31/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
1013, , , ,4/30/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
1013, , , ,5/31/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
1013, , , ,6/30/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
1013, , , ,7/31/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
1013, , , ,8/31/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
1013, , , ,9/30/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
1013, , , ,10/31/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
1013, , , ,11/30/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
1013, , , ,12/31/2010,Eden Prairie,ADC Telecommunications Inc.,4520,452010,45,45201020,D,USA,334210,3661,180,940,B,MN,ADC TELECOMMUNICATIONS INC,ADCT
1072, , , ,1/31/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,2/28/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,3/31/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,4/30/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,5/31/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,6/30/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,7/31/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,8/31/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,9/30/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,10/31/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,11/30/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,12/31/2010,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,1/31/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,2/28/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,3/31/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,4/30/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,5/31/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,6/30/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,7/31/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,8/31/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,9/30/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,10/31/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,11/30/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,12/31/2011,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,1/31/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,2/29/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,3/31/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,4/30/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,5/31/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,6/30/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,7/31/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,8/31/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,9/30/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,10/31/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,11/30/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,12/31/2012,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,1/31/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,2/28/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,3/31/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,4/30/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,5/31/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,6/30/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,7/31/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,8/31/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,9/30/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1072, , , ,10/31/2013,Fountain Inn,AVX Corp.,4520,452030,45,45203015,D,USA,334416,3670,220,925,B,SC,AVX CORP,AVX
1117, , , ,1/31/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,2/28/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,3/31/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,4/30/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,5/31/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,6/30/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,7/31/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,8/31/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,9/30/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,10/31/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,11/30/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,12/31/2010,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,1/31/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,2/28/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,3/31/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,4/30/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,5/31/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,6/30/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,7/31/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,8/31/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,9/30/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,10/31/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,11/30/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,12/31/2011,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,1/31/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,2/29/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,3/31/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,4/30/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,5/31/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,6/30/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,7/31/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,8/31/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,9/30/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,10/31/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,11/30/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,12/31/2012,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,1/31/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,2/28/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,3/31/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,4/30/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,5/31/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,6/30/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,7/31/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,8/31/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,9/30/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1117, , , ,10/31/2013,West Melbourne,Relm Wireless Corp,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,FL,RELM WIRELESS CORP,RWC
1126, , , ,1/31/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,2/28/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,3/31/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,4/30/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,5/31/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,6/30/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,7/31/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,8/31/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,9/30/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,10/31/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,11/30/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,12/31/2010,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,1/31/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,2/28/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,3/31/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,4/30/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,5/31/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,6/30/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,7/31/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,8/31/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,9/30/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,10/31/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,11/30/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,12/31/2011,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,1/31/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,2/29/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,3/31/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,4/30/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,5/31/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,6/30/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,7/31/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,8/31/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,9/30/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,10/31/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,11/30/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,12/31/2012,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,1/31/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,2/28/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,3/31/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,4/30/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,5/31/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,6/30/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,7/31/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,8/31/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,9/30/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1126, , , ,10/31/2013,Monrovia,Addmaster Corp,4520,452040,45,45204010,D,USA,333313,3578,370,925, ,CA,ADDMASTER CORP,ADDC
1250, , , ,1/31/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
1250, , , ,2/28/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
1250, , , ,3/31/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
1250, , , ,4/30/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
1250, , , ,5/31/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
1250, , , ,6/30/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
1250, , , ,7/31/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
1250, , , ,8/31/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
1250, , , ,9/30/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
1250, , , ,10/31/2010,Westborough,Alden Electronics Inc,4520,452010,45,45201020,D,USA,334210,3661,180,940, ,MA,ALDEN ELECTRONICS INC,ADNE
1635, , , ,1/31/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
1635, , , ,2/28/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
1635, , , ,3/31/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
1635, , , ,4/30/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
1635, , , ,5/31/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
1635, , , ,6/30/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
1635, , , ,7/31/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
1635, , , ,8/31/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
1635, , , ,9/30/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
1635, , , ,10/31/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
1635, , , ,11/30/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
1635, , , ,12/31/2010,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
1635, , , ,1/31/2011,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
1635, , , ,2/28/2011,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
1635, , , ,3/31/2011,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
1635, , , ,4/30/2011,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
1635, , , ,5/31/2011,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
1635, , , ,6/30/2011,East Syracuse,Anaren Inc,4520,452010,45,45201020,D,USA,334220,3663,180,940,B,NY,ANAREN INC,ANEN
