gvkey,splticrm,spsdrm,spsticrm,datadate,city,conml,ggroup,gind,gsector,gsubind,idbflag,loc,naics,sic,spcindcd,spcseccd,spcsrc,state,conm,tic
12717, , , ,8/31/2010,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,9/30/2010,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,10/31/2010,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,11/30/2010,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,12/31/2010,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,1/31/2011,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,2/28/2011,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,3/31/2011,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,4/30/2011,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,5/31/2011,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,6/30/2011,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,7/31/2011,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,8/31/2011,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,9/30/2011,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,10/31/2011,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,11/30/2011,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,12/31/2011,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,1/31/2012,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,2/29/2012,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,3/31/2012,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,4/30/2012,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,5/31/2012,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,6/30/2012,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,7/31/2012,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,8/31/2012,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,9/30/2012,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,10/31/2012,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,11/30/2012,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,12/31/2012,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,1/31/2013,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,2/28/2013,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,3/31/2013,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,4/30/2013,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,5/31/2013,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,6/30/2013,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,7/31/2013,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,8/31/2013,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,9/30/2013,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12717, , , ,10/31/2013,Melville,Copytele Inc,4520,452020,45,45202030,D,USA,533110,6794,188,940,C,NY,COPYTELE INC,COPY
12731, , , ,1/31/2010,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,2/28/2010,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,3/31/2010,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,4/30/2010,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,5/31/2010,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,6/30/2010,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,7/31/2010,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,8/31/2010,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,9/30/2010,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,10/31/2010,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,11/30/2010,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,12/31/2010,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,1/31/2011,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,2/28/2011,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,3/31/2011,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,4/30/2011,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,5/31/2011,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,6/30/2011,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,7/31/2011,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,8/31/2011,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,9/30/2011,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,10/31/2011,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,11/30/2011,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,12/31/2011,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,1/31/2012,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,2/29/2012,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,3/31/2012,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,4/30/2012,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,5/31/2012,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,6/30/2012,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,7/31/2012,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,8/31/2012,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,9/30/2012,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,10/31/2012,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,11/30/2012,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,12/31/2012,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,1/31/2013,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,2/28/2013,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,3/31/2013,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,4/30/2013,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,5/31/2013,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,6/30/2013,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,7/31/2013,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,8/31/2013,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,9/30/2013,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12731, , , ,10/31/2013,Golden Valley,Veritec Inc,4520,452030,45,45203010,D,USA,334419,3679,220,925,C,MN,VERITEC INC,VRTC
12789, , , ,1/31/2010,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,2/28/2010,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,3/31/2010,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,4/30/2010,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,5/31/2010,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,6/30/2010,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,7/31/2010,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,8/31/2010,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,9/30/2010,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,10/31/2010,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,11/30/2010,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,12/31/2010,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,1/31/2011,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,2/28/2011,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,3/31/2011,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,4/30/2011,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,5/31/2011,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,6/30/2011,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,7/31/2011,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,8/31/2011,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,9/30/2011,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,10/31/2011,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,11/30/2011,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,12/31/2011,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,1/31/2012,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,2/29/2012,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,3/31/2012,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,4/30/2012,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,5/31/2012,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,6/30/2012,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,7/31/2012,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,8/31/2012,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,9/30/2012,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,10/31/2012,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,11/30/2012,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,12/31/2012,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,1/31/2013,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,2/28/2013,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,3/31/2013,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,4/30/2013,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,5/31/2013,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,6/30/2013,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,7/31/2013,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,8/31/2013,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,9/30/2013,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12789, , , ,10/31/2013,Canton,LoJack Corp,4520,452030,45,45203010,D,USA,334290,3669,180,940,C,MA,LOJACK CORP,LOJN
12837, , , ,1/31/2010,Centennial,Advance Display Technologies Inc,4520,452030,45,45203010,D,USA,334310,3651,220,925,C,CO,ADVANCE DISPLAY TECHNOLOGIES,3ADTI
12837, , , ,2/28/2010,Centennial,Advance Display Technologies Inc,4520,452030,45,45203010,D,USA,334310,3651,220,925,C,CO,ADVANCE DISPLAY TECHNOLOGIES,3ADTI
12837, , , ,3/31/2010,Centennial,Advance Display Technologies Inc,4520,452030,45,45203010,D,USA,334310,3651,220,925,C,CO,ADVANCE DISPLAY TECHNOLOGIES,3ADTI
12837, , , ,4/30/2010,Centennial,Advance Display Technologies Inc,4520,452030,45,45203010,D,USA,334310,3651,220,925,C,CO,ADVANCE DISPLAY TECHNOLOGIES,3ADTI
12837, , , ,5/31/2010,Centennial,Advance Display Technologies Inc,4520,452030,45,45203010,D,USA,334310,3651,220,925,C,CO,ADVANCE DISPLAY TECHNOLOGIES,3ADTI
12837, , , ,6/30/2010,Centennial,Advance Display Technologies Inc,4520,452030,45,45203010,D,USA,334310,3651,220,925,C,CO,ADVANCE DISPLAY TECHNOLOGIES,3ADTI
12837, , , ,7/31/2010,Centennial,Advance Display Technologies Inc,4520,452030,45,45203010,D,USA,334310,3651,220,925,C,CO,ADVANCE DISPLAY TECHNOLOGIES,3ADTI
12837, , , ,8/31/2010,Centennial,Advance Display Technologies Inc,4520,452030,45,45203010,D,USA,334310,3651,220,925,C,CO,ADVANCE DISPLAY TECHNOLOGIES,3ADTI
12837, , , ,9/30/2010,Centennial,Advance Display Technologies Inc,4520,452030,45,45203010,D,USA,334310,3651,220,925,C,CO,ADVANCE DISPLAY TECHNOLOGIES,3ADTI
12900, , , ,3/31/2010,Hastings,Genius Technologies Inc,4520,452020,45,45202020,D,USA,334119,3577,188,940, ,MN,GENIUS TECHNOLOGIES INC,GETK
12900, , , ,4/30/2010,Hastings,Genius Technologies Inc,4520,452020,45,45202020,D,USA,334119,3577,188,940, ,MN,GENIUS TECHNOLOGIES INC,GETK
12900, , , ,6/30/2010,Hastings,Genius Technologies Inc,4520,452020,45,45202020,D,USA,334119,3577,188,940, ,MN,GENIUS TECHNOLOGIES INC,GETK
12900, , , ,11/30/2010,Hastings,Genius Technologies Inc,4520,452020,45,45202020,D,USA,334119,3577,188,940, ,MN,GENIUS TECHNOLOGIES INC,GETK
12900, , , ,12/31/2011,Hastings,Genius Technologies Inc,4520,452020,45,45202020,D,USA,334119,3577,188,940, ,MN,GENIUS TECHNOLOGIES INC,GETK
12900, , , ,5/31/2013,Hastings,Genius Technologies Inc,4520,452020,45,45202020,D,USA,334119,3577,188,940, ,MN,GENIUS TECHNOLOGIES INC,GETK
12945, , , ,1/31/2010,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,2/28/2010,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,3/31/2010,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,4/30/2010,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,5/31/2010,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,6/30/2010,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,7/31/2010,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,8/31/2010,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,9/30/2010,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,10/31/2010,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,11/30/2010,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,12/31/2010,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,1/31/2011,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,2/28/2011,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,3/31/2011,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,4/30/2011,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,5/31/2011,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,6/30/2011,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,7/31/2011,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,8/31/2011,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,9/30/2011,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,10/31/2011,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,11/30/2011,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,12/31/2011,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,1/31/2012,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,2/29/2012,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,3/31/2012,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,4/30/2012,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,5/31/2012,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,6/30/2012,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,7/31/2012,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,8/31/2012,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,9/30/2012,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,10/31/2012,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,11/30/2012,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,12/31/2012,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,1/31/2013,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,2/28/2013,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,3/31/2013,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,4/30/2013,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
12945, , , ,5/31/2013,Neenah,Plexus Corp,4520,452030,45,45203020,D,USA,334412,3672,220,925,B,WI,PLEXUS CORP,PLXS
