FilingName,Exchange,Ticker,Dismissed,SettlementAmount,FilingYear
"Tesla Motors, Inc.",NASDAQ,TSLA,Ongoing,#NULL!,2013
"Trans1, Inc.",NASDAQ,TSON,Ongoing,#NULL!,2012
Telestone Technologies Corporation,Pink Sheets,TSTC,Ongoing,#NULL!,2015
Tetra Tech Inc.,NASDAQ,TTEK,Ongoing,#NULL!,2013
TETRA Technologies Inc.,New York SE,TTI,No,"$8,250,000.00",2008
"Tile Shop Holdings, Inc.",NASDAQ,TTS,Ongoing,#NULL!,2013
"Take-Two Interactive SOFTWARE, Inc.",NASDAQ,TTWO,No,"$20,115,000.00",2006
The Tube Media Corporation,OTC-BB,TUBM,No,"$600,000.00",2007
"TVIA, Inc.",NASDAQ,TVIA,No,"$2,850,000.00",2006
"Micromet, Inc.",NASDAQ,MITI,Yes,#NULL!,2012
"Tween Brands, Inc.",New York SE,TWB,Yes,#NULL!,2007
"Tower Group International, Ltd.",NASDAQ,TWGP,Ongoing,#NULL!,2013
"Trex Company, Inc.",New York SE,TWP,Yes,#NULL!,2005
"Tower Automotive,Inc.",New York SE,TWR,No,"$5,350,000.00",2005
Monster Beverage Corporation,NASDAQ,MNST,Yes,#NULL!,2012
Textron Inc.,New York SE,TXT,Yes,#NULL!,2009
Textura Corporation,New York SE,TXTR,Ongoing,#NULL!,2014
TXU Corporation,New York SE,TXU,Yes,#NULL!,2005
TXU Corporation,New York SE,TXU,No,#NULL!,2007
Tyco International Ltd.,New York SE,TYC,Yes,#NULL!,2005
Neptune Technologies & Bioresources Inc.,NASDAQ,NEPT,Yes,#NULL!,2012
United American Healthcare Corporation,NASDAQ,UAHC,Yes,#NULL!,2005
"Ubiquiti Networks, Inc.",NASDAQ,UBNT,Ongoing,#NULL!,2012
UBS AG,New York SE,UBS,Yes,#NULL!,2007
UBS AG : Auction Rate Securities,New York SE,UBS,Yes,#NULL!,2008
Netflix Inc.,NASDAQ,NFLX,Yes,#NULL!,2012
"UCBH Holdings, Inc.",NASDAQ,UCBH,Ongoing,#NULL!,2009
"Unico, Inc.",OTC-BB,UCOI.OB,Yes,#NULL!,2007
Uranium Energy Corp.,New York SE,UEC,Ongoing,#NULL!,2015
Net 1 UEPS Technologies Inc.,NASDAQ,UEPS,Ongoing,#NULL!,2013
Universal Food and Beverage Company,OTC-BB,UFBV,Yes,#NULL!,2008
Universal American Financial Corporation,NASDAQ,UHCO,Yes,#NULL!,2005
"Ulta Salon, Cosmetics & Fragrances, Inc.",NASDAQ,ULTA,No,"$3,750,000.00",2007
"MRU Holdings, Inc.",NASDAQ,UNCLQ,Yes,#NULL!,2009
UBS-AG : UBS Funds and UBS Tier I Funds,Undetermined,Undeterm,Yes,#NULL!,2005
"Smith Barney Fund Management, LLC : Smith Barney Family of Funds",Undetermined,Undeterm,No,"$4,950,000.00",2005
"Automatic Data Processing, Inc. (ADP) : Fidelity Advisor MUTUAL FUNDS",Undetermined,Undeterm,Yes,#NULL!,2005
"American International Group, Inc. (AIG) : Shelf-Space Funds",Undetermined,Undeterm,Yes,#NULL!,2006
"Fairfax Financial Holdings, Ltd.",Undetermined,Undeterm,Yes,#NULL!,2006
"Franklin Resources, Inc. : Franklin/Templeton MUTUAL FUNDS",Undetermined,Undeterm,Yes,#NULL!,2006
METROPOLITAN LIFE INSURANCE COMPANY (MetLife) : State Street Research and/or CDC Nvest Funds and Others,Undetermined,Undeterm,Yes,#NULL!,2007
"Washington Mutual, Inc. : WM Group of Funds",Undetermined,Undeterm,Yes,#NULL!,2007
New York Stock Exchange,Undetermined,Undeterm,Yes,#NULL!,2007
"Keefe Bruyette & Woods, Inc. : Philadelphia Stock Exchange, Inc. stock",Undetermined,Undeterm,Yes,#NULL!,2007
"MRT, LLC",Undetermined,Undeterm,No,"$50,000,000.00",2007
Wachovia Corporation,Undetermined,Undeterm,No,"$629,000,000.00",2008
Citigroup Inc. : Bonds and Preferred Stock,Undetermined,Undeterm,No,"$730,000,000.00",2008
National City Corporation : 4.0% Convertible Senior Notes Offering,Undetermined,Undeterm,No,"$22,500,000.00",2008
New Jersey Resources Corporation,New York SE,NJR,Yes,#NULL!,2012
"OCZ Technology Group, Inc.",NASDAQ,OCZ,No,"$7,500,000.00",2012
"OPTi, Inc.",OTC-BB,OPTI,Yes,#NULL!,2012
"UnitedHealth Group, Inc.",New York SE,UNH,No,"$925,500,000.00",2006
Unilife Corporation,NASDAQ,UNIS,Ongoing,#NULL!,2013
"UniTek Global Services, Inc.",NASDAQ,UNTK,Ongoing,#NULL!,2013
Patriot Coal Corporation,NASDAQ,PCX,Yes,#NULL!,2012
"Uroplasty, Inc.",NASDAQ,UPI,Ongoing,#NULL!,2013
"Peregrine Pharmaceuticals, Inc.",NASDAQ,PPHM,Yes,#NULL!,2012
"Urban Outfitters, Inc.",NASDAQ,URBN,Ongoing,#NULL!,2013
"United Rentals, Inc.",New York SE,URI,Yes,#NULL!,2007
"USANA Health Sciences, Inc.",NASDAQ,USNA,Yes,#NULL!,2007
"Universal Travel Group, Inc.",New York SE,UTA,Ongoing,#NULL!,2011
UTi Worldwide Inc.,NASDAQ,UTIW,Ongoing,#NULL!,2014
"UTStarcom, Inc.",NASDAQ,UTSI,No,"$9,500,000.00",2007
"Oppenheimer Global Resource Private Equity Fund I, L.P.",Privately Traded,Privatel,No,#NULL!,2012
"VBI Vaccines, Inc. (f/k/a Paulson Capital Corp.)",NASDAQ,VBIV,Ongoing,#NULL!,2014
Visteon Corporation,New York SE,VC,Yes,#NULL!,2005
Par Pharmaceutical Companies Inc.,New York SE,PRX,Yes,#NULL!,2012
"ValueClick, Inc.",NASDAQ,VCLK,No,"$10,000,000.00",2007
"ValueClick, Inc.",NASDAQ,VCLK,Ongoing,#NULL!,2013
Vocera Communications Inc.,New York SE,VCRA,Ongoing,#NULL!,2013
"Vasco Data Security International, Inc.",NASDAQ,VDSI,Ongoing,#NULL!,2015
"Collective Brands, Inc.",New York SE,PSS,Yes,#NULL!,2012
Velti plc,NASDAQ,VELT,Ongoing,#NULL!,2013
VONAGE Holdings Corporation,New York SE,VG,Yes,#NULL!,2006
Vical Incorporated,NASDAQ,VICL,Ongoing,#NULL!,2013
Vipshop Holdings Limited,New York SE,VIPS,Ongoing,#NULL!,2015
"Viisage Technolgy,Inc.",NASDAQ,VISG,No,"$2,300,000.00",2005
"Qiao Xing Mobile Communication Company, Ltd.",NASDAQ,QXM,Yes,#NULL!,2012
Robbins & Myers Inc.,New York SE,RBN,Yes,#NULL!,2012
Volkswagen AG : American Depositary Receipts,OTC-BB,VLKAY,Ongoing,#NULL!,2015
Radioshack Corporation,New York SE,RSH,Yes,#NULL!,2012
"Controladora Vuela CompaflIa de Aviacion, S.A.B. de C.V. (Volaris Aviation Holding Company)",New York SE,VLRS,Ongoing,#NULL!,2015
"Valley Forge Composite Technologies, Inc.",OTC-BB,VLYF,Ongoing,#NULL!,2013
"VIRGIN MOBILE USA, Inc.",New York SE,VM,NO,#NULL!,2007
"Violin Memory, Inc.",New York SE,VMEM,Ongoing,#NULL!,2013
"VMware, Inc.",New York SE,VMW,Yes,#NULL!,2008
"Vanda Pharmaceuticals, Inc.",NASDAQ,VNDA,Ongoing,#NULL!,2013
"21Vianet Group, Inc.",NASDAQ,VNET,Ongoing,#NULL!,2014
"21Vianet Group, Inc.",NASDAQ,VNET,Ongoing,#NULL!,2014
"Vodafone Group, PLC",New York SE,VOD,Yes,#NULL!,2007
VOXX International Corporation,NASDAQ,VOXX,Ongoing,#NULL!,2014
VOXX International Corporation,NASDAQ,VOXX,Ongoing,#NULL!,2014
Viropharma Incorporated,NASDAQ,VPHM,Ongoing,#NULL!,2012
"St. Jude Medical, Inc.",New York SE,STJ,Yes,#NULL!,2012
"Virtus Investment Partners, Inc.",NASDAQ,VRTS,Ongoing,#NULL!,2015
Vertex Pharmaceuticals Incorporated,NASDAQ,VRTX,Yes,#NULL!,2008
"Vertex Pharmaceuticals, Inc.",NASDAQ,VRTX,Ongoing,#NULL!,2012
SRI Surgical Express Incorporated,NASDAQ,STRC,Yes,#NULL!,2012
"Vivint Solar, Inc.",New York SE,VSLR,Ongoing,#NULL!,2014
"Viseon, Inc.",OTC-BB,VSNIE,No,"$25,000,000.00",2007
VeraSun Energy Corporation,NEW YORK SE,VSUNQ,yes,#NULL!,2009
Vitesse Semiconductor Corporation,NASDAQ,VTSS,No,"$7,750,000.00",2006
The Student Loan Corporation,New York SE,STU,Yes,#NULL!,2012
"Silvercorp Metals, Inc.",New York SE,SVM,No,"$14,000,000.00",2012
"Swisher Hygiene, Inc.",NASDAQ,SWSH,No,"$5,500,000.00",2012
"Wayfair, Inc.",New York SE,W,Ongoing,#NULL!,2015
Walter Investment Management Corp.,New York SE,WAC,Ongoing,#NULL!,2013
Walgreen Company,New York SE,WAG,Yes,#NULL!,2008
Walgreen Co.,New York SE,WAG,Ongoing,#NULL!,2014
Waters Corporation,New York SE,WAT,Yes,#NULL!,2008
Credit Suisse AG : VelocityShares Daily 2x VIX Short Term Exchange Traded Notes,New York SE,TVIX,Yes,#NULL!,2012
"NextWave Wireless, Inc.",NASDAQ,WAVE,No,"$1,400,000.00",2008
Wachovia Corporation : Auction Rate Securities,New York SE,WB,Yes,#NULL!,2008
Wachovia Corporation,New York SE,WB,Yes,#NULL!,2008
500.com Ltd.,New York SE,WBAI,Ongoing,#NULL!,2015
UBS AG,New York SE,UBS,Yes,#NULL!,2012
"WellCare HEALTH PLANS, Inc.",New York SE,WCG,No,"$200,000,000.00",2007
Warner Chilcott Limited,NASDAQ,WCRX,No,"$16,500,000.00",2006
"Valence Technology, Inc.",NASDAQ,VLNCQ,Yes,#NULL!,2012
Wells Fargo & Company : Auction Rate Securities,New York SE,WFC,Yes,#NULL!,2008
"Zillow, Inc.",NASDAQ,Z,Yes,#NULL!,2012
"Wireless Facilities, Inc.",NASDAQ,WFII,No,"$4,500,000.00",2007
"Whole Foods Market, Inc.",NASDAQ,WFM,Ongoing,#NULL!,2015
"MEMC Electronic Materials, Inc.",New York SE,WFR,Yes,#NULL!,2008
Alterra Capital Holdings Limited,NASDAQ,ALTE,No,#NULL!,2013
Weatherford International Ltd.,New York SE,WFT,Ongoing,#NULL!,2012
"Willbros Group, Inc.",New York SE,WG,No,"$10,500,000.00",2005
"Willsbros Group, Inc.",New York SE,WG,Ongoing,#NULL!,2014
"Willbros Group, Inc.",New York SE,WG,Ongoing,#NULL!,2014
"WatchGuard TECHNOLOGIES,Inc.",NASDAQ,WGRD,No,"$1,750,000.00",2005
"WatchGuard TECHNOLOGIES, Inc.",NASDAQ,WGRD,Yes,#NULL!,2006
"World Health Alternatives, Inc.",OTC-BB,WHAI,No,#NULL!,2005
W Holding Company,New York SE,WHI,No,"$8,750,000.00",2007
Booz Allen Hamilton Holding Corporation,New York SE,BAH,Yes,#NULL!,2013
"Witness Systems, Inc.",NASDAQ,WITS,Yes,#NULL!,2006
Wilmington Trust Corporation,New York SE,WL,Ongoing,#NULL!,2010
"WellPoint, Inc.",New York SE,WLP,Yes,#NULL!,2008
"Wells Real ESTATE INVESTMENT TRUST, Inc.",Privately Traded,WLRE,No,"$4,900,000.00",2007
"Piedmont Office Realty Trust, Inc. (f/k/a Wells Real ESTATE INVESTMENT TRUST, Inc.)",Pink Sheets,WLRE.PK,No,"$2,600,000.00",2007
Walter Energy Inc.,NASDAQ,WLT,Ongoing,#NULL!,2012
"Washington Mutual, Inc.",New York SE,WM,No,"$208,500,000.00",2007
Wal-Mart De Mexico SAB De CV : American Depositary Shares,OTC-BB,WMMVY,Ongoing,#NULL!,2013
"magicJack VocalTec, Ltd.",NASDAQ,CALL,Yes,#NULL!,2013
Advanced Drainage Systems Inc.,New York SE,WMS,Ongoing,#NULL!,2015
"Wal-Mart Stores, Inc.",New York SE,WMT,Ongoing,#NULL!,2012
Great Wolf Resorts Inc.,NASDAQ,WOLF,Yes,#NULL!,2005
"Cirrus Logic, Inc.",NASDAQ,CRUS,Yes,#NULL!,2013
World Acceptance Corporation,NASDAQ,WRLD,Ongoing,#NULL!,2014
"WorldSpace, Inc.",NASDAQ,WRSP,No,"$2,375,000.00",2007
"WSB Financial Group, Inc.",American SE,WSFG,No,"$4,900,000.00",2007
Willis of Colorado Inc. : Willis Group Holdings Ltd.,NEW YORK SE,WSH,Ongoing,#NULL!,2009
"Workstream, Inc.",NASDAQ,WSTM,No,#NULL!,2005
Geospace Technologies Corporation,NASDAQ,GEOS,Yes,#NULL!,2013
"Weight Watchers International, Inc.",New York SE,WTW,Ongoing,#NULL!,2014
The Western Union Company,New York SE,WU,Ongoing,#NULL!,2013
iGate Corporation,NASDAQ,IGTE,Yes,#NULL!,2013
"World Wrestling Entertainment, Inc.",New York SE,WWE,Ongoing,#NULL!,2014
"World Wrestling Entertainment, Inc.",New York SE,WWE,Ongoing,#NULL!,2014
Wyeth,New York SE,WYE,No,"$67,500,000.00",2007
Lululemon Athletica Inc.,NASDAQ,LULU,Yes,#NULL!,2013
Xinhua Finance Media Ltd.,NASDAQ,XFML,Yes,#NULL!,2007
Exide TECHNOLOGIES,NASDAQ,XIDE,No,"$13,700,000.00",2005
Netflix Inc,NASDAQ,NFLX,Yes,#NULL!,2013
"Qiao Xing UNIVERSAL TELEPHONE, Inc.",NASDAQ,XING,No,"$2,400,000.00",2007
"Qiao Xing Universal Resources, Inc.",NASDAQ,XING,Ongoing,#NULL!,2012
National Financial Partners Corp.,New York SE,NFP,Yes,#NULL!,2013
"XM Satellite Radio Holdings, Inc.",NASDAQ,XMSR,Yes,#NULL!,2006
Xunlei Limited : American Depository Shares,NASDAQ,XNET,Ongoing,#NULL!,2015
Xethanol Corporation,American SE,XNL,No,"$2,800,000.00",2006
"Nam Tai Electronics, Inc.",New York SE,NTE,Yes,#NULL!,2013
XOMA Corporation,NASDAQ,XOMA,Ongoing,#NULL!,2015
Xoom Corporation,NASDAQ,XOOM,Yes,#NULL!,2015
"Xerium TECHNOLOGIES, Inc.",New York SE,XRM,No,"$3,600,000.00",2006
Ixia,NASDAQ,XXIA,Ongoing,#NULL!,2013
Xybernaut Corporation,NASDAQ,XYBRE,No,"$6,300,000.00",2005
Yelp Inc.,New York SE,YELP,Ongoing,#NULL!,2014
Yelp Inc.,New York SE,YELP,Ongoing,#NULL!,2014
Yingli Green Energy Holding Company Limited : American Depository Shares,New York SE,YGE,Ongoing,#NULL!,2015
Yahoo! Inc.,NASDAQ,YHOO,Yes,#NULL!,2007
"Hein & Associates LLP : Raser Technologies, Inc.",NASDAQ,RZTIQ,Yes,#NULL!,2013
"Youku Tudou Inc. : American Depositary Shares (""ADS"")",New York SE,YOKU,Yes,#NULL!,2015
"Uni-Pixel, Inc.",NASDAQ,UNXL,Yes,#NULL!,2013
YPF Sociedad Anonima : American Depositary Shares,New York SE,YPF,Ongoing,#NULL!,2013
YRC Worldwide Inc.,NASDAQ,YRCW,Ongoing,#NULL!,2011
"VeriSign, Inc.",NASDAQ,VRSN,Yes,#NULL!,2013
"YUM! Brands, Inc.",New York SE,YUM,Ongoing,#NULL!,2013
"Vitamin Shoppe, Inc.",New York SE,VSI,Yes,#NULL!,2013
Zagg,NASDAQ,ZAGG,Ongoing,#NULL!,2012
"Ventrus Biosciences, Inc.",NASDAQ,VTUS,Yes,#NULL!,2013
Zale Corporation,New York SE,ZLC,No,"$5,900,000.00",2006
Zale Corporation,New York SE,ZLC,No,"$3,600,000.00",2009
"Zimmer Holdings, Inc.",New York SE,ZMH,Yes,#NULL!,2008
"Zynga, Inc.",NASDAQ,ZNGA,Ongoing,#NULL!,2012
Warner Chilcott Public Limited Company,NASDAQ,WCRX,No,#NULL!,2013
"Quiksilver, Inc.",New York SE,ZQK,Ongoing,#NULL!,2015
Zoran Corporation,NASDAQ,ZRAN,Yes,#NULL!,2006
Exide Technologies,NASDAQ,XIDE,Yes,#NULL!,2013
"Zumiez, Inc.",NASDAQ,ZUMZ,Yes,#NULL!,2007
"Zynex, Inc.",OTC-BB,ZYXI,No,"$2,500,000.00",2009
