gvkey,datadate,fyear,datafmt,tic,conm,acctchg,ajex,ajp,curncd,currtr,fyr,acdo,aco,acodo,acominc,acox,acqic,acqintan,acqinvt,acqppe,acqsc,act,aldo,am,ano,ao,aocidergl,aociother,aocipen,aocisecgl,aodo,aol2,aoloch,aox,ap,apalch,aqa,aqc,aqd,aqeps,aqi,aqp,aqpl1,aqs,at,aul3,bast,bastr,bkvlps,caps,capx,capxv,ceq,ceql,ceqt,ch,che,chech,ci,cibegni,cicurr,cidergl,cimii,ciother,cipen,cisecgl,citotal,cld2,cld3,cld4,cld5,cogs,cshfd,cshi,csho,cshpri,cshr,cstk,cstkcv,cstke,dc,dclo,dcom,dcpstk,dcs,dcvsr,dcvsub,dcvt,dd,dd1,dd2,dd3,dd4,dd5,diladj,dilavx,dlc,dlcch,dltis,dlto,dltp,dltr,dltt,dm,dn,do,donr,dp,dpact,dpc,dpvieb,drc,drlt,ds,dtea,dted,dteeps,dtep,dudd,dv,dvc,dvp,dvpa,dvt,dxd2,dxd3,dxd4,dxd5,ebit,ebitda,emp,epsfi,epsfx,epspi,epspx,esub,esubc,exre,fatb,fatc,fate,fatl,fato,fatp,fca,fiao,fincf,fopo,fopox,gdwl,gdwlia,gdwlid,gdwlieps,gdwlip,gla,glcea,glced,glceeps,glcep,gld,gleps,glp,gp,hedgegl,ib,ibadj,ibc,ibcom,ibmii,icapt,idit,intan,intano,intc,intpn,invch,invfg,invo,invrm,invt,invwip,irent,itcb,itci,ivaco,ivaeq,ivao,ivch,ivncf,ivst,ivstch,lco,lcox,lcoxdr,lct,lifr,lno,lo,lol2,loxdr,lqpl1,lse,lt,lul3,mib,mibn,mibt,mii,mrc1,mrc2,mrc3,mrc4,mrc5,mrct,mrcta,msa,ni,niadj,nipfc,nipfp,nopi,nopio,np,nrtxt,nrtxtd,nrtxteps,oancf,ob,oiadp,oibdp,opeps,oprepsx,optca,optdr,optex,optexd,optfvgr,optgr,optlife,optosby,optosey,optprcby,optprcca,optprcex,optprcey,optprcgr,optprcwa,optrfr,optvol,pi,pidom,pifo,pnca,pncad,pncaeps,pncia,pncid,pncieps,pncip,pncwia,pncwid,pncwieps,pncwip,pnrsho,ppegt,ppent,ppeveb,prca,prcad,prcaeps,prsho,prstkc,pstk,pstkc,pstkl,pstkn,pstkr,pstkrv,rca,rcd,rceps,rcl,rcp,rdip,rdipa,rdipd,rdipeps,re,rea,reajo,recch,recco,recd,rect,recta,rectr,recub,reuna,reunr,revt,rra,rrd,rreps,rrp,sale,salepfc,salepfp,seq,seqo,seta,setd,seteps,setp,siv,spce,spced,spceeps,spi,spid,spieps,spioa,spiop,sppe,sppiv,sstk,stkco,stkcpa,teq,tfva,tfvce,tfvl,tlcf,tstk,tstkc,tstkme,tstkn,tstkp,txach,txbco,txbcof,txc,txdb,txdba,txdbca,txdbcl,txdc,txdfed,txdfo,txdi,txditc,txds,txfed,txfo,txndb,txndba,txndbl,txndbr,txo,txp,txpd,txr,txs,txt,txtubadjust,txtubbegin,txtubend,txtubmax,txtubmin,txtubposdec,txtubposinc,txtubpospdec,txtubpospinc,txtubsettle,txtubsoflimit,txtubtxtr,txtubxintbs,txtubxintis,wcap,wda,wdd,wdeps,wdp,xacc,xad,xido,xidoc,xint,xintd,xopr,xpp,xpr,xrd,xrent,xsga,dlrsn,ggroup,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,spcsrc
7344,11/30/13,2013,STD,MPAD,MICROPAC INDUSTRIES INC, ,1,1,USD,1,11,0,0.911,0.911,0,0.911, , , , , ,20.995,0,0,0,0,0,0,0,0,0,0,0.73,0,0.713,0.292, ,0, , , , ,0, ,22.958,0, , ,7.8317,0.885,0.257,0.257,20.19,20.19,20.19,9.263,11.269,1.848,1.393,1.393,0,0,0,0,0,0,1.393,0,0,0,0,11.67,2.578,3.078,2.578,2.578,0.475,0.308,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393,0,0,0,0,0,0,0,0,0,0,0,0.317,8.537,0.317,8.537,0.622,0,0, , , , ,0,0.258,0.258,0,0,0.258,0,0,0,0,2.097,2.414,0.119,0.54,0.54,0.54,0.54,0,0,0,0.498,0,8.848,0,1.074,0.08, ,0,-0.258,0,0,0, , , , , , , , , , , , ,8.007, ,1.393,1.393,1.393,1.393,1.393,20.19,0.003,0,0,0, ,0.116,0,0,2.968,5.869,2.901, ,0,0.074,0,0,0,0,-0.259,2.006,-0.002,1.428,0.622,0,2.314,0,0,0,0,0,0,22.958,2.768,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393,1.393, , ,0.042,0.039,0, , , ,2.365,12.531,2.097,2.414,0.54,0.54,0, ,0,0, ,0, ,0,0, , , , , , , , ,2.139, , ,0,0,0, , , , , , , , ,0,10.5,1.963,10.5,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,0,20.247,0,0,-0.448,0,0.002,2.946,0,2.946, ,20.247,20.247,19.677, , , , ,19.677, , ,20.19,0, , , , ,0,1.393,0.54,0.54,0, , , , ,0,0,0, , ,20.19,0, ,0,0,1.25,1.25, ,0.5,0,0.061,0,0,0.842,0.454,0,0.738,0,-0.096,-0.096,0,-0.096,0.454,0,0.739,0,0.284,0.738,0.454,0,0,0.173,0.434,0,0.103,0.746, , , , , , , , , , , , , , ,18.681, , , , ,0.806, ,0,0,0,0,17.263, ,0.254,1.544,0.048,5.593, ,4520,452030,45,45203015,334413,3674,235,940,B
61903,12/31/10,2010,SUMM_STD,PTIX,PERFORMANCE TECHNOLOGIES INC, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40.44, , , , , ,1.341, , , , , , , , , , , , , , , , , , , , ,13.203,11.116, , ,11.116, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , ,2.959, , , , , , , , , , , , , , , , , , , , , , , ,-1.01,-1.01,-1.01,-1.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-11.177, , , ,-11.177, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-11.177, , , ,-0.847, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-11.011, , , , , , , , , , , , , , , ,2.162, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.4, , , , , , ,27.946, , ,32.768, , , , , , , , , , , , , , , , , , , ,32.768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.166, , , , , , , , , , , , , , ,23.181, , , , , , ,0, ,0, , , , , , ,21.948,1,4520,452010,45,45201020,334118,3576,190,940,C
61903,12/31/11,2011,SUMM_STD,PTIX,PERFORMANCE TECHNOLOGIES INC, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,38.749, , , , , ,4.678, , , , , , , , , , , , , , , , , , , , ,14.993,11.116, , ,11.116, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , ,3.767, , , , , , , , , , , , , , , , , , , , , , , ,-0.1,-0.1,-0.1,-0.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1.163, , , ,-1.163, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-1.163, , , ,-0.499, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1.185, , , , , , , , , , , , , , , ,1.891, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.237, , , , , , ,36.176, , ,31.781, , , , , , , , , , , , , , , , , , , ,31.781, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-0.022, , , , , , , , , , , , , , ,18.657, , , , , , ,0, ,0, , , , , , ,18.102,1,4520,452010,45,45201020,334118,3576,190,940,C
63531,12/31/10,2010,STD,MVIS,MICROVISION INC, ,0.125,0.125,USD,1,12,0,0.564,0.564,-0.03,0.564, , , , , ,27.624,0,0.032,0,1.207,0,0,0,0,1.207,0.013,0.228,1.207,7.665,2.233, ,0, , ,0, ,0,0,35.233,0, , ,0.2131,400.791,1.886,1.886,21.833,21.833,19.6,19.413,19.732,-23.612,-47.457,-47.46,0,0,0,0,0,0.003,-47.457, , , ,0,14.459,91.032,102.471,102.471,91.032,0.359,0.102,0.001,0,0,0.114,0,0, ,0,0,0,0,0.125, , , ,0,0,-47.46,0.125, ,0,0.159, ,0.143,0.273,0.273,0,0,0,1.763,14.29,1.763,14.29,0,0,0, , , , ,0,0,0,0,0,0, , ,0,0,-48.334,-46.571,0.108,-0.52,-0.52,-0.52,-0.52,0,0,0,0,0, ,3.317, ,0, ,0,22.203,11.911,11.911,0, , , , , ,-0.127,0,0,-0.127, , , ,-9.719, ,-47.46,-47.46,-47.46,-47.46,-47.46,22.106,0.112,2.233,2.233,0,0.062,-14.728,2.151,0,3.924,6.075,0, ,0, ,-0.306,0,0, ,0.381,0.319, ,4.216,0.081,0.081,12.006,0,0,1.121,0,1.121,0,35.233,13.4,0,0,0,0,0,0.904,0.938,0.564,0,0,2.406,0,-0.03,-47.46,-47.46, , ,0.936,0.824,0, , , ,-46.196,13.7,-48.334,-46.571,-0.52,-0.52,1.098,0,5.865,0.24,2.02,1.759,4.3,8.314,8.735,3.59,4.83,1.99,3.4,3.21,3.75,2,84,-47.46, , ,0,0,0, , , , , , , , ,0,18.459,4.169,18.459,0,0,0,0, ,0,0,0,0,0,0, , , , , ,0,0,0,0,-379.06,0,0,-0.27,0, ,1.253,0,1.253,0.137,-379.03, ,4.74, , , , ,4.74, , ,21.833,0, , , , ,2.573,-47.333,-0.52,-0.52,0, , , , ,0,0.127,22.346,3.45,3.45,21.833,0.013, ,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.618, , , , ,4.135, ,0,0,0.062, ,51.311,0,0.349,21.6,0.86,36.852, ,4520,452030,45,45203010,334419,3679,292,905,C
61903,12/31/12,2012,SUMM_STD,PTIX,PERFORMANCE TECHNOLOGIES INC, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31.516, , , , , ,1.53, , , , , , , , , , , , , , , , , , , , ,8.259,11.116, , ,11.116, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , ,5.042, , , , , , , , , , , , , , , , , , , , , , , ,-0.64,-0.64,-0.64,-0.64, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-7.138, , , ,-7.138, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-7.138, , , ,-2.448, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-6.944, , , , , , , , , , , , , , , ,1.683, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.099, , , , , , ,23.32, , ,25.02, , , , , , , , , , , , , , , , , , , ,25.02, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.194, , , , , , , , , , , , , , ,15.513, , , , , , ,0, ,0, , , , , , ,14.515,1,4520,452010,45,45201020,334118,3576,190,940,C
63531,12/31/11,2011,STD,MVIS,MICROVISION INC, ,0.125,0.125,USD,1,12,0,0.785,0.785,-0.035,0.785, , , , , ,18.655,0,0.184,0,0.82,0,0,0,0,0.82,0.008,-0.492,0.82,7.341,0.276, ,0, , , , ,0, ,23.87,0, , ,0.0793,425.539,0.55,0.55,10.802,10.802,8.754,13.075,13.083,-6.338,-35.813,-35.808,0,0,0,0,0,-0.005,-35.813, , ,0,0,10.474,111.352,136.152,136.152,111.352,0.344,0.136,0.001,0,0,0.072,0,0, ,0,0,0,0,0.132, , , ,0,0,-35.808,0.132, ,0,0.067, ,0.127,0.139,0.139,0,0,0,2.591,16.543,2.591,16.543,0,0,0, , , , ,0,0,0,0,0,0, ,0,0,0,-36.041,-33.45,0.103,-0.32,-0.32,-0.32,-0.32,0,0,0,0,0, ,3.344, ,0, ,0,21.379,4.579,4.579,0, , , , , ,0.011,0,0,0.011, , , ,-4.857, ,-35.808,-35.808,-35.808,-35.808,-35.808,10.941,0.047,2.048,2.048,0,0.046,0.258,1.513,0,2.741,4.254,0, ,0, ,0.709,0,0,0,0.17,0.008,0,5.269,0.417,0.417,12.742,0,0,0.187,0,0.187,0,23.87,13.068,0,0,0,0,0,0.938,0.564,0,0,0,1.502,0,-0.035,-35.808,-35.808, , ,0.279,0.232,0, , , ,-27.887,2.1,-36.041,-33.45,-0.32,-0.32,1.951,0,5.728,0.04,0.76,0.968,4,8.735,7.712,3.4,3.95,1.89,3,1.25,3.34,1.3,85,-35.808, , ,0,0,0, , , , , , , , ,0,18.89,2.347,18.89,0,0,0,0, ,0,0,0,0,0,0, , , , , ,0,0,0,0,-414.873,0,0,0.72,0, ,0.533,0,0.533,0.07,-414.838, ,5.617, , , , ,5.617, , ,10.802,0, , , , ,0,-35.819,-0.32,-0.32,0, , , , ,0.011,-0.011,21.506,3.356,3.356,10.802,0.008, ,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,0,0,5.913, , , , ,4.852, ,0,0,0.046, ,39.067,0,0.242,15.279,1.156,28.593, ,4520,452030,45,45203010,334419,3679,292,905,C
61988,1/31/10,2009,SUMM_STD,3REMC,REMEC INC, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33.691, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.857, , , , , , , , , , , , , , , , , , , ,28.857, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4520,452010,45,45201020,999990,9995,180,940,LIQ
63531,12/31/12,2012,STD,MVIS,MICROVISION INC, ,1,1,USD,1,12,0,1.221,1.221,0,1.221, , , , , ,9.695,0,0.184, ,0.458,0,0,0,0,0.458, ,0.144,0.458,3.035,-5.252, ,0, , , , , , ,12.938, , , ,0.2003,442.56,0.533,0.533,5.054,5.054,3.474,6.85,6.85,-6.225,-22.658,-22.693,0,0,0,0,0,0.035,-22.658,0.02,0,0,0,5.295,21.595,25.237,25.237,21.595,0.067,0.025,0.001,0,0,0.02,0,0, ,0,0,0,0,0.115,0.02,0,0,0,0,-22.693,0.115, ,0,0, ,0.136,0.02,0.02,0,0,0,1.629,17.827,1.629,17.827,0.609,0,0, , , , ,0,0,0,0,0,0,0,0,0,0,-22.662,-21.033,0.067,-1.05,-1.05,-1.05,-1.05,0,0,0,0,0, ,3.344, ,0, ,0,14.488,3.529,3.529,0, , , , , ,0.291,0.01,0.01,0.291, , , ,3.07, ,-22.693,-22.693,-22.693,-22.693,-22.693,5.074, ,1.58,1.58,0,0.03,2.663,0.136,0,0.361,0.497,0, ,0,0,0.35,0,0,0,-0.092,0,0.011,4.714,0.894,0.285,7.864,0, ,0, ,0, ,12.938,7.884, ,0,0,0,0,0.642,0,0,0,0,0.642,0,0,-22.693,-22.693, , ,0.253,0.253,0, , , ,-20.621,1.8,-22.662,-21.033,-1.04,-1.04,0.301,0,0.777,0.016,1.39,0.671,4.5,0.964,1.318,24,21.2,1.8,13.71,1.97,20.34,0.6,98,-22.693, , ,0,0,0, , , , , , , , ,0,19.032,1.205,19.032,0,0,0,0, ,0,0,0,0,0,0, , , , , ,0,0,0,0,-437.531,0,0,-0.594,0, ,1.127,0,1.127,0.012,-437.531, ,8.365, , , , ,8.365, , ,5.054,0, , , , ,0,-22.984,-1.06,-1.06,-0.284, , , , ,0.08,-0.047,14.624,2.269,2.269,5.054, , , , ,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,0,0,1.831,-0.284,-0.01,-0.01,-0.284,3.82, ,0,0, , ,29.398,0,0.044,13.135,0.708,24.103, ,4520,452030,45,45203010,334419,3679,292,905,C
62173,12/31/10,2010,SUMM_STD,MEDT,MEDIATECHNICS CORP, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,0.027, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.098, , , ,0.098, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.098, , , ,0.271, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.098, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1.359, , , , , , ,0.08, , ,1.928, , , , , , , , , , , , , , , , , , , ,1.928, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , ,0, ,0.031, , , , , , ,0.185, ,4520,452020,45,45202020,334112,3572, , , 
63531,12/31/13,2013,STD,MVIS,MICROVISION INC, ,1,1,USD,1,12,0,0.336,0.336,0,0.336, , , , , ,5.784,0,0.158,0,0.453,0,0,0,0,0.453,0,0.845,0.453,1.61,-2.873, ,0, , ,0, ,0,0,8.447,0, , ,-0.0529,448.981,0.376,0.376,-1.696,-1.696,-2.841,5.375,5.375,-1.475,-13.178,-13.178,0,0,0,0,0,0,-13.178,0,0,0,0,19.779,28.025,32.069,32.069,28.025,0.075,0.032,0.001,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,-13.178,0.015, ,0,0,0,0.12,0,0,0,0,0,1.081,7.853,1.081,7.853,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,0,-15.008,-13.927,0.064,-0.47,-0.47,-0.47,-0.47,0,0,0,0,0, ,0.502, ,0, ,0,11.522,0.255,0.255,0, , , , , ,0.191,0.01,0.01,0.191, , , ,-13.927, ,-13.178,-13.178,-13.178,-13.178,-13.178,-1.696, ,1.145,1.145,0,0.012,0.145,0.026,0,0.023,0.049,0, ,0,0,0.001,0,0,0,-0.34,0,0,8.037,5.681,5.681,9.662,0,0,0.481,4.902,0.481,0,8.447,10.143,0,0,0,0,0,0.254,0.43,0.442,0.434,0.446,2.006,0.038,0,-13.178,-13.178, , ,2.107,2.107,0, , , ,-12.657,2.132,-15.008,-13.927,-0.46,-0.46,0.214,0,0.934,0.023,1.49,0.824,4.1,1.318,1.905,13.71,13.86,1.8,8.86,2.22,15.41,1,96,-13.178, , ,0,0,0, , , , , , , , ,0,8.918,1.065,8.918,0,0,0,0, ,0,0,0,0,0,0, , , , , ,0,0,0,0,-450.709,0,0,1.103,0, ,0.024,0,0.024,0,-450.709, ,5.852, , , , ,5.852, , ,-1.696,0, , , , ,0,-13.369,-0.48,-0.48,-0.277, , , , ,0.035,-0.035,11.642,1.606,1.606,-1.696,0, ,4.902, ,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,0,0,-3.878,-0.277,-0.01,-0.01,-0.277,2.356, ,0,0, , ,19.779,0,0,10.267,0.636, , ,4520,452030,45,45203010,334419,3679,292,905,C
62213,6/30/10,2010,SUMM_STD,USAT,USA TECHNOLOGIES INC, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29.848, , , , , ,3.026, , , , , , , , , , , , , , , , , , , , ,10.911,22.37, , ,22.37, , , , , , , , , , , , , , , , , , , , , , , , , , ,0.251, , , , ,1.57, , , , , , , , , , , , , , , , , , , , , , , ,-0.55,-0.55,-0.55,-0.55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-11.572, , , ,-11.572, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-11.572, , , ,0.085, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-11.572, , , , , , , , , , , , , , , ,4.512, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-190.295, , , , , , ,15.771, , ,22.812, , , , , , , , , , , , , , , , , , , ,22.812, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , ,6.592, , , , , , ,0, ,0.061, , , , , , ,14.886, ,4520,452020,45,45202030,333316,3578, , ,C
7350,9/30/10,2010,STD,MFCO,MICROWAVE FILTER CO INC, ,1,1,USD,1,9,0,0.092,0.092,0,0.092, , , , , ,2.519,0,0, ,0,0,0,0,0,0, ,-0.001,0,0.162, , ,0, , ,0, , ,0,2.963, ,0,0,0.9359,3.248,0.145,0.145,2.425,2.425,2.425,1.467,1.467,-0.01,0.146,0.146,0,0,0,0,0,0,0.146,0,0,0,0,2.899,2.593,4.324,2.591,2.593,0.6,0.432,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0,0,0.098,6.395,0.098,6.395,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,0,0.139,0.237,0.05,0.06,0.06,0.06,0.06,0,0,0,1.819,0,4.877,0,0,0.143, ,0,-0.001,0.002,0.002,0, , , , , , , , , , , , ,1.793,0,0.146,0.146,0.146,0.146,0.146,2.425,0.005,0,0,0,0,0.066,0.096,0,0.414,0.536,0.026, ,0,0.029,0,0,0,0,-0.145,0,0,0.373,0.075,0.075,0.538,0, ,0, ,0, ,2.963,0.538, ,0,0,0,0,0.008,0.008,0.008,0.001,0,0.025,0,0,0.146,0.146, , ,0.007,0.002,0, , , ,0.136,0.413,0.139,0.237,0.06,0.06,0, ,0,0, ,0, ,0,0, , , , , , , , ,0.146, , ,0,0,0, , , , , , , , ,0,6.839,0.444,6.839,0,0,0,0,0.001,0,0,0,0,0,0, , , , , ,0,0,0,0,0.431,0,0,-0.176,0,0.018,0.424,0,0.424, ,0.431,0.431,4.692, , , , ,4.692, , ,2.425,0, , , , ,0,0.146,0.06,0.06,0, , , , ,0,0,0,0,0,2.425, , , , ,1.686,1.686, ,1.733,0,0.001,0,0,0.03,0,0,0,0,0, , ,-0.03,0, ,0.03,0,0, , , ,0,0.003,0,0,0,0, , , , , , , , , , , , , , ,1.981, , , , ,0.298, ,0,0,0,0,4.455, ,0.101,0.449,0.009,1.556, ,4520,452010,45,45201020,334220,3679,220,925,B
7350,9/30/11,2011,STD,MFCO,MICROWAVE FILTER CO INC, ,1,1,USD,1,9,0,0.094,0.094,0,0.094, , , , , ,2.297,0,0, ,0,0,0,0,0,0, ,0.075,0,0.196, , ,0, , , , , , ,2.915, ,0,0,0.8801,3.25,0.281,0.281,2.276,2.276,2.276,1.259,1.259,-0.208,0.243,0.243,0,0,0,0,0,0,0.243,0,0,0,0,3.079,2.588,4.324,2.586,2.588,0.57,0.432,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0,0,0,0,0,0,0,0,0,0,0,0.108,6.491,0.108,6.491,0,0,0, , , , ,0,0.388,0.388,0,0,0.388,0,0,0,0,0.207,0.315,0.045,0.09,0.09,0.09,0.09,0,0,0,1.866,0,5.1,0,0,0.143, ,0,-0.393,-0.003,-0.003,0, , , , , , , , , , , , ,1.965,0,0.243,0.243,0.243,0.243,0.243,2.276,0.007,0,0,0,0,-0.02,0.054,0,0.499,0.567,0.014, ,0,0.028,0,0,0,0,-0.281,0,0,0.443,0.136,0.136,0.639,0, ,0, ,0, ,2.915,0.639, ,0,0,0,0,0.009,0.009,0.001,0,0,0.019,0,0,0.243,0.243, , ,0.009,0.002,0, , , ,0.466,0.644,0.207,0.315,0.09,0.09,0, ,0,0, ,0, ,0,0, , , , , , , , ,0.216, , ,0,0,0, , , , , , , , ,0,7.109,0.618,7.109,0,0,0,0,0.005,0,0,0,0,0,0, , , , , ,0,0,0,0,0.285,0,0,0.063,0,0.026,0.377,0,0.352, ,0.285,0.285,5.044, , , , ,5.044, , ,2.276,0, , , , ,0,0.243,0.09,0.09,0, , , , ,0,0,0,0,0,2.276, , , , ,1.691,1.691, ,1.738,0, ,0,0,-0.027,0,0,0,0,0,0,0,0,0,0,0.013,0,0, , , ,0,0,0,0.025,-0.04,-0.027, , , , , , , , , , , , , , ,1.658, , , , ,0.307, ,0,0,0,0,4.729, ,0.153,0.429,0.009,1.65, ,4520,452010,45,45201020,334220,3679,220,925,B
62213,6/30/11,2011,SUMM_STD,USAT,USA TECHNOLOGIES INC, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36.004, , , , , ,4.555, , , , , , , , , , , , , , , , , , , , ,15.12,27.665, , ,27.665, , , , , , , , , , , , , , , , , , , , , , , , , , ,0.098, , , , ,1.424, , , , , , , , , , , , , , , , , , , , , , , ,-0.26,-0.26,-0.26,-0.26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-6.457, , , ,-6.457, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-6.457, , , ,-1.315, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-6.457, , , , , , , , , , , , , , , ,7.396, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-196.785, , , , , , ,22.869, , ,26.126, , , , , , , , , , , , , , , , , , , ,26.126, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , ,11.546, , , , , , ,0, ,0.036, , , , , , ,11.431, ,4520,452020,45,45202030,333316,3578, , ,C
62213,6/30/12,2012,SUMM_STD,USAT,USA TECHNOLOGIES INC, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33.22, , , , , ,6.233, , , , , , , , , , , , , , , , , , , , ,19.055,32.424, , ,32.424, , , , , , , , , , , , , , , , , , , , , , , , , , ,0.262, , , , ,1.501, , , , , , , , , , , , , , , , , , , , , , , ,-0.18,-0.18,-0.18,-0.18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-5.211, , , ,-5.211, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,-5.211, , , ,-1.319, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-5.199, , , , , , , , , , , , , , , ,11.801, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-201.996, , , , , , ,29.017, , ,21.655, , , , , , , , , , , , , , , , , , , ,21.655, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.012, , , , , , , , , , , , , , ,2.198, , , , , , ,0, ,0.084, , , , , , ,12.257, ,4520,452020,45,45202030,333316,3578, , ,C
