FilingName,Exchange,Ticker,Dismissed,SettlementAmount,FilingYear
"Omnicell, Inc.",NASDAQ,OMCL,Yes,0,2015
Research In Motion Limited,NASDAQ,RIMM,Yes,0,2011
"OfficeMax,Inc.",New York SE,OMX,Yes,0,2005
"On Deck Capital, Inc.",New York SE,ONDK,Ongoing,0,2015
"Higher One Holdings, Inc.",New York SE,ONE,Ongoing,0,2014
"Oppenheimer New Jersey Municipal Fund : Class A,B,C",Open-end Fund,ONJAX,Ongoing,0,2009
Renaissance Learning Inc.,NASDAQ,RLRN,Yes,0,2011
"Oppenheimer Pennsylvania Municipal Fund : PA Municipal A, B, C",Open-end Fund,OPATX,Ongoing,0,2009
"Optionable, Inc.",OTC-BB,OPBL,Yes,0,2007
Oppenheimer California Municipal Fund,Open-end Fund,OPCAX,Yes,0,2009
"OppenheimerFunds, Inc. : Oppenheimer Champion INCOME FUND",Open-end Fund,OPCHX,No,52500000,2009
"Capital Group Companies, Inc. : American Funds",Open-end Fund,Open-end,Yes,0,2006
"Morgan ASSET MANAGEMENT, Inc. : Regions Morgan Keegan Select Funds",Open-end Fund,Open-end,Ongoing,0,2007
MFS Investment Management,Open-end Fund,Open-end,Yes,0,2008
"Washington Mutual, Inc. : WM Group of Funds",Open-end Fund,Open-end,Yes,0,2008
The Reserve Primary Fund,Open-end Fund,Open-end,No,54500000,2008
"OppenheimerFunds Inc. : Core Bond Fund Class A, B, C, N, Y",NASDAQ,OPIGX,No,47500000,2009
"Oppenheimer Funds, Inc. : Oppenheimer AMT-Free NEW YORK Municipals",Open-end Fund,OPNYX,No,17109000,2009
"Oppenheimer Funds, Inc. : Oppenheimer AMT-FREE Municipals Fund",Open-end Fund,OPTAX,Ongoing,0,2009
Radient Pharmaceuticals Corporation,American SE,RPC,No,2500000,2011
"Ocean Power Technologies, Inc.",NASDAQ,OPTT,Ongoing,0,2014
"Ocean Power Technologies, Inc.",NASDAQ,OPTT,Yes,0,2014
Openwave Systems Inc.,NASDAQ,OPWV,No,20000000,2007
"Opteum, Inc.",New York SE,OPX,No,2350000,2007
"Opnext, Inc.",NASDAQ,OPXT,No,2000000,2008
Oppenheimer Holdings Inc. : Auction Rate Securities,New York SE,OPY,Ongoing,0,2008
"Rosetta Stone, Inc.",New York SE,RST,Yes,0,2011
"ORBCOMM, Inc.",NASDAQ,ORBC,No,2450000,2007
"Raser Technologies, Inc.",NASDAQ,RZTIQ,Yes,0,2011
"Orexigen Therapeutics, Inc.",NASDAQ,OREX,Ongoing,0,2015
"Oppenheimer Funds, Inc. : Rochester National Municipals: A, B, C",Open-end Fund,ORNAX,Ongoing,0,2009
"Orange 21,Inc.",NASDAQ,ORNG,No,1400000,2005
"Orphan Medical, Inc.",NASDAQ,ORPH,Yes,0,2006
"Orrstown Financial Services, Inc.",NASDAQ,ORRF,Ongoing,0,2012
"Overseas Shipholding Group, Inc.",New York SE,OSG,Ongoing,0,2012
OSI Systems Inc.,NASDAQ,OSIS,Ongoing,0,2013
Oshkosh Corporation,New York SE,OSK,Yes,0,2008
"Lehman Brothers, Inc. : MORTGAGE Pass-Through Certificates",OTC-BB,OTC-BB,No,40000000,2008
Washington Mutual Bank: WaMu MORTGAGE Pass-Through Certificates Series 2006-AR1 Trust,OTC-BB,OTC-BB,No,26000000,2009
Converium Holding AG,Other Foreign,Other Fo,No,84600000,2007
"OvaScience, Inc.",NASDAQ,OVAS,Ongoing,0,2013
"Omnivision Technologies, Inc.",NASDAQ,OVTI,Ongoing,0,2011
Och-Ziff Capital Management Group LLC,New York SE,OZM,Ongoing,0,2014
"Plains All American Pipeline, L.P.",New York SE,PAA,Ongoing,0,2015
Satcon Technology Corporation,NASDAQ,SATC,No,3000000,2011
Parlux Fragrances Incorporated,NASDAQ,PARL,Yes,0,2006
Pharmos Corporation,NASDAQ,PARS,No,7000000,2005
"VeriFone Holdings, Inc.",New York SE,PAY,No,95000000,2007
"VeriFone Systems, Inc.",New York SE,PAY,Ongoing,0,2013
"Prestige Brand Holdings, Inc.",New York SE,PBH,No,0,2005
"Pitney Bowes, Inc.",New York SE,PBI,Yes,0,2009
Petroleo Brasileiro S.A. - Petrobras : American Depositary Shares,New York SE,PBR,Ongoing,0,2014
"Puma Biotechnology, Inc.",New York SE,PBYI,Ongoing,0,2015
Pacific Capital Bancorp,NASDAQ,PCBC,Yes,0,2009
Allianz Global Investors Fund Management LLC : Pacific INVESTMENT MANAGEMENT Company LLC (PIMCO) Funds,New York SE,PCQ,Yes,0,2009
Perini Corporation,New York SE,PCR,Yes,0,2008
"Pacira Pharmaceuticals, Inc.",NASDAQ,PCRX,Ongoing,0,2014
"Pacira Pharmaceuticals, Inc.",NASDAQ,PCRX,Ongoing,0,2014
MetroPCS Communications Inc.,NEW YORKSE,PCS,Yes,0,2009
"Subaye, Inc.",NASDAQ,SBAY,Yes,0,2011
"Sino Clean Energy, Inc.",NASDAQ,SCEI,No,2000000,2011
"Patterson Companies, Inc.",NASDAQ,PDCO,Yes,0,2005
Smith Micro Software Inc.,NASDAQ,SMSI,Yes,0,2011
"PharmaNet Development Group, Inc.",NASDAQ,PDGI,Yes,0,2008
"PDL Biopharma, Inc.",NASDAQ,PDLI,Ongoing,0,2014
"Penn National Gaming, Inc.",NASDAQ,PENN,Yes,0,2008
"PETCO Animal Supplies, Inc.",NASDAQ,PETC,No,20250000,2005
Petroleum Development Corporation,NASDAQ,PETD,Ongoing,0,2011
Pfizer Inc.,New York SE,PFE,Yes,0,2006
Pfizer Inc.,New York SE,PFE,Ongoing,0,2010
"PFF Bancorp, Inc.",NASDAQ,PFFBQ,No,8250000,2009
"Ply Gem Holdings, Inc.",New York SE,PGEM,Ongoing,0,2014
Mikohn Gaming Corporation (d/b/a Progressive Gaming International Corporation),NASDAQ,PGIC,No,2800000,2005
"Spectrum Control, Inc.",NASDAQ,SPEC,Yes,0,2011
Pegasus Communications Corporation,NASDAQ,PGTV,No,2950000,2005
Pegasus Wireless Corporation,NASDAQ,PGWC,Yes,0,2006
PHH Corporation,New York SE,PHH,Yes,0,2006
"PhotoMedex, Inc.",NASDAQ,PHMD,Ongoing,0,2013
GrowLife Inc.,OTCQB,PHOT,Ongoing,0,2014
"Prudential Financial, Inc. : 9% Junior Subordinated Notes",New York SE,PHR,No,16500000,2009
Pier 1 Imports Inc.,New York SE,PIR,Ongoing,0,2015
Pixar,NASDAQ,PIXR,Yes,0,2005
American Italian Pasta Company,New York SE,PLB,No,3500000,2005
"The Children's Place Retail Stores, Inc.",NASDAQ,PLCE,No,12000000,2007
"Polycom, Inc.",NASDAQ,PLCM,Ongoing,0,2013
Pall Corporation,New York SE,PLL,No,22500000,2007
Plexus Corporation,NASDAQ,PLXS,Yes,0,2007
Pingtan Marine Enterprise Ltd.,NASDAQ,PME,Ongoing,0,2014
"The PMI Group, Inc.",New York SE,PMI,No,31250000,2008
"PEMSTAR, Inc.",NASDAQ,PMTR,No,0,2005
"Skypeople Fruit Juice, Inc.",NASDAQ,SPU,No,2200000,2011
"Phoenix Companies, Inc.",New York SE,PNX,Ongoing,0,2013
Insulet Corporation,NASDAQ,PODD,Yes,0,2015
Poseidon Concepts Corp.,Pink Sheets,POOSF,Ongoing,0,2013
"Possis Medical, Inc.",NASDAQ,POSS,Yes,0,2005
Sequans Communications S.A.,NASDAQ,SQNS,No,2250000,2011
"PowerSecure International, Inc.",New York SE,POWR,Ongoing,0,2014
POZEN Inc.,NASDAQ,POZN,Yes,0,2007
Pilgrim's Pride Corporation,New York SE,PPC,No,1500000,2008
Smurfit-Stone Container Corporation,New York SE,SSCC,Yes,0,2011
"Stereotaxis, Inc.",NASDAQ,STXS,Yes,0,2011
ProQuest Company,New York SE,PQE,No,20000000,2006
Perrigo Company,NASDAQ,PRGO,no,0,2009
"American Business Financial Services,Inc.:Notes and Debentures",Privately traded,Privatel,No,0,2005
"Morgan Stanley DW,Inc.:Variable ANNUITY INSURANCE Products.",Privately traded,Privatel,Yes,0,2005
"Merrill Lynch & Co.,Inc.:Variable ANNUITY INSURANCE Products",Privately traded,Privatel,Yes,0,2005
Linsco/Private Ledger Corporation :Variable ANNUITY INSURANCE Products,Privately traded,Privatel,Yes,0,2005
Citigroup Global Markets Inc.F/K/ASalomon Smith Barney Inc.,Privately traded,Privatel,Yes,0,2005
"First Command Financial Planning,Inc.:First Command's Systematic Investment Plan",Privately traded,Privatel,No,12000000,2005
Textainer Partnerships,Privately traded,Privatel,Yes,0,2005
"Lehman Brothers, Inc. : Pension Funds of America",Privately Traded,Privatel,No,0,2005
"Anthem, Inc. (n/k/a WellPoint, Inc.)",Privately Traded,Privatel,No,0,2005
Bayou Hedge Fund Entities : Bayou Hedge Funds,Privately Traded,Privatel,Yes,0,2005
General Motors Corporation : General Motors Acceptance Corporation SmartNotes,Privately Traded,Privatel,Yes,0,2006
"Refco Capital Markets, Limited",Privately Traded,Privatel,No,145000000,2006
Southern Farm Bureau LIFE INSURANCE Company : Plaintiff's Shareholders Corporation shares,Privately Traded,Privatel,No,31700000,2006
"Abercrombie & Kent, Inc.",Privately Traded,Privatel,Yes,0,2006
"OrthoClear Holdings, Inc.",Privately Traded,Privatel,Yes,0,2007
METROPOLITAN LIFE INSURANCE COMPANY,Privately Traded,Privatel,Yes,0,2007
First Home Builders of Florida,Privately TRADED,Privatel,No,3600000,2007
"EnergyTec, Inc.",Privately TRADED,Privatel,Yes,0,2007
"Inland Western Retail Real Estate Trust, Inc.",Privately TRADED,Privatel,No,10000000,2007
"The Maximum Financial Group, Inc.",Privately Traded,Privatel,Yes,0,2008
Nomura Asset Acceptance Corporation : MORTGAGE Pass-Through Certificates,Privately Traded,Privatel,No,21200000,2008
Citigroup Alternative Investments LLC : Falcon Strategies Two B LLC Hedge Fund,Privately Traded,Privatel,Yes,0,2008
Citigroup MORTGAGE LOAN Trust Inc. : MORTGAGE Pass-Through Certificates and Asset-Backed Pass-Through Certificates,Privately Traded,Privatel,No,0,2008
Citigroup Global Markets Inc. : MAT Five LLC shares,Privately Traded,Privatel,Yes,0,2008
"Premium Connections, Inc. (a/k/a PCI Homes PROGRAM)",Privately Traded,Privatel,Yes,0,2008
"Heartland Resources, Inc.",Privately Traded,Privatel,No,0,2008
Citigroup Alternative Investments LLC : Falcon Strategies Two B LLC Hedge Fund,Privately Traded,Privatel,Yes,0,2008
"The Royal Bank of Scotland Group, PLC/Greenwich Capital Holdings, Inc. : Harborview MORTGAGE (HM) Loan Trust, MORTGAGEPass-Through Certificates Series 2006-4, Class B1 : HM Loan Trust, Mortgage Pass-Through Certificates Series 2007-7, Class 2A1A",Privately Traded,Privatel,No,275000000,2008
Home EQUITY Mortgage Trust,Privately Traded,Privatel,ongoing,0,2008
Deutsche Alt-A Securities Incorporated : MORTGAGE Pass-Through Certificates,Privately Traded,Privatel,No,0,2008
"Lord, Abbett & Co. LLC",Privately Traded,Privatel,Yes,0,2008
Bear Stearns MORTGAGE LOAN Pass-Through Certificates : Series 2006-AR1 Groups I and II,Privately Traded,Privatel,Ongoing,0,2008
"Residential Accredit Loans, lnc. : RALl MORTGAGE Asset-Backed Pass-Through Certificates",Privately Traded,Privatel,No,100000000,2008
"Residential Asset Securitization Trust 2006-A8 : Senior MORTGAGE Pass-Through Certificates, Series 2006-H",Privately Traded,Privatel,Yes,0,2008
"Bernard L. Madoff Investment Securities, LLC",Privately Traded,Privatel,Yes,0,2008
Credit-Based Asset Servicing and Securitization LLC : C-BASS 2007-CB4 Trust Certificates,Privately Traded,Privatel,No,315000000,2008
Bernard L. Madoff Investment Securities,Privately Traded,Privatel,Yes,0,2008
"Ascot Partners, L.P. and Gabriel Capital, L.P.",Privately Traded,Privatel,Yes,0,2008
"Tremont Group Holdings, Inc.",Privately Traded,Privatel,No,100000000,2008
Family Management Corporation,Privately Traded,Privatel,Yes,0,2008
"A Creative Capital Concept, LLC and Creative Capital Consortium, LLC",Privately Traded,Privatel,Yes,0,2008
Fairfield Greenwich Group,Privately Traded,Privatel,No,50250000,2009
"Bernard L. Madoff Investment Securities : Herald USA Fund, Herald Luxemburg Fund, Primeo Select Funds and the Thema International Fund",Privately Traded,Privatel,No,62500000,2009
"Banco Santander, S.A. : Optimal Strategic US EQUITY FUND",Privately Traded,Privatel,Yes,0,2009
Beacon Associates Management Corporation,Privately Traded,Privatel,No,216500000,2009
Stanford Group Company,Privately Traded,Privatel,Yes,0,2009
"Stanford International Bank, Ltd.",Privately Traded,Privatel,Ongoing,0,2009
"InvestForClosures Financial, L.L.C.",Privately Traded,Privatel,Yes,0,2009
"Westgate Capital Management, LLC",Privately Traded,Privatel,Yes,0,2009
"Citigroup, Inc. : Voluntary FA Capital Accumulation PROGRAM",Privately Traded,Privatel,No,8500000,2009
"Agape World, Inc.",Privately Traded,Privatel,Yes,0,2009
Austin Capital Management Ltd.,Privately traded,Privatel,No,6850000,2009
Austin Capital Management Ltd.,Privately Traded,Privatel,Ongoing,0,2009
J.P. Morgan Chase & Co.,Privately Traded,Privatel,Ongoing,0,2009
"J.P. Jeanneret Associates, Inc. : Income-Plus INVESTMENT FUND",Privately Traded,Privatel,No,216500000,2009
"Meridian Diversified Fund Management, LLC",Privately Traded,Privatel,Ongoing,0,2009
JML Portfolio Management Ltd.,Privately Traded,Privatel,Yes,0,2009
"Collins Capital LOW Volatility Performace Fund II, Ltd.",Privately Traded,Privatel,Yes,0,2009
"Lumenis, Ltd.",Privately Traded,Privatel,Yes,0,2009
"California Infrastructure and Economic Development Bank : Refunding Revenue Bonds, Series 2007A and Series 2007B",Privately Traded,Privatel,Yes,0,2009
"Kingate Global Fund, Ltd. and Kingate Euro Fund, Ltd.",Privately Traded,Privatel,Yes,0,2009
IBM Southeast Employees' Federal Credit Union,Privately Traded,Privatel,No,8874048,2009
"Nextstep Financial Services, Inc.",Privately Traded,Privatel,Yes,0,2009
"Residential Capital, LLC : Residential Asset MORTGAGE PRODUCTS, Inc. : RAMP Trusts",Privately Traded,Privatel,Yes,0,2009
"BBC Equities, L.L.C.",Privately Traded,Privatel,Ongoing,0,2009
"Cullum & Burks Securities, Inc. : Ameriprise Financial Inc. : Medical Provider Financial Corp. III, Medical Provider Financial Corp. IV, Medical Provider Funding Corp. V and/or Medical Provider Funding Corp. VI (the Medical Capital Notes)",Privately Traded,Privatel,No,0,2009
"Lehman Brothers Real Estate Associates III, L.P.",Privately Traded,Privatel,Yes,0,2009
"Summit Retirement Advisors LLC : Ameriprise Financial, Inc. : Securities America, Inc. : Provident Shale Royalties Securities",Privately Traded,Privatel,No,0,2009
Hard Rock HOTEL SAN Diego : Tarsadia Hotel : HRHSD Investment Contracts,Privately Traded,Privatel,Yes,0,2009
The VARIABLE ANNUITY LIFE INSURANCE Company,Privately Traded,Privatel,Yes,0,2009
"Genworth Financial, Inc. : Genworth Financial Wealth Management, Inc. : BJ Group Services Portfolios",Privately Traded,Privatel,Ongoing,0,2009
"Haven Trust Bancorp, Inc.",Privately Traded,Privatel,Yes,0,2009
Suffolk Bancorp,New York SE,SUBK,No,2800000,2011
The Timberland Company,New York SE,TBL,Yes,0,2011
Temple-Inland Inc.,NASDAQ,TIN,Yes,0,2011
Tekelec,NASDAQ,TKLC,Yes,0,2011
Tekelec,NASDAQ,TKLC2,Yes,0,2011
"The Talbots, Inc.",New York SE,TLB,Yes,0,2011
Tollgrade Communications Inc.,NASDAQ,TLGD,Yes,0,2011
"Verizon Communications Inc. : Tender Offer with Terremark Worldwide, Inc.",NASDAQ,TMRK,Yes,0,2011
"Telefonos de Mexico, S.A.B. de C.V.",New York SE,TMX,Yes,0,2011
"Tongxin International, Ltd.",NASDAQ,TXIC,No,3000000,2011
Travelzoo Inc.,NASDAQ,TZOO,Yes,0,2011
"Goldman, Sachs & Co. : [CDO Offerings]: Hudson Mezzanine Funding 2006-1, Ltd., Hudson Mezzanine Funding 2006-1, Corp., Hudson Mezzanine Funding 2006-2, Ltd., Hudson Mezzanine Funding 2006-2, Corp.",Privately Traded,Privatel,Ongoing,0,2010
"Urban Outfitters, Inc.",NASDAQ,URBN,Yes,0,2011
"United Western Bancorp, Inc.",NASDAQ,UWBK,Yes,0,2011
VCG Holding Corporation,NASDAQ,VCGH,Yes,0,2011
Veolia Environnement S.A.,New York SE,VE,Yes,0,2011
"Boutique Hotel Development Company, LLC dba Hilton Promenade at Branson Landing",Privately Traded,Privatel,Ongoing,0,2011
"Orthovita, Inc.",NASDAQ,VITA,No,0,2011
Vestas Wind Systems A/S,OTC-BB,VWSYF,Yes,0,2011
"Wonder Auto Technology, Inc.",NASDAQ,WATG,No,3000000,2011
Pelican Eyes Holding Company LLC,Privately Traded,Privatel,Ongoing,0,2011
Xcelera Inc.,Privately Traded,Privatel,Ongoing,0,2012
WebMD Health Corp.,NASDAQ,WBMD,Yes,0,2011
"UBS Financial Services, Inc. of Puerto Rico : Closed-End Funds",Privately Traded,Privatel,Ongoing,0,2012
Rex Venture Group LLC,Privately Traded,Privatel,Ongoing,0,2012
"Behringer Harvard REIT I, Inc.",Privately Traded,Privatel,Ongoing,0,2012
Voyager Financial Group LLC : Veterans Benefits Contracts,Privately Traded,Privatel,Ongoing,0,2013
"Scuderi Group, Inc.",Privately Traded,Privatel,Ongoing,0,2013
TNP Strategic Retail Trust Inc.,Privately Traded,Privatel,Ongoing,0,2013
"Strategic Realty Trust, Inc. (f/k/a TNP Strategic Retail Trust, Inc.)",Privately Traded,Privatel,Ongoing,0,2013
"Queen City Investment Fund II, LLC : Membership Interests",Privately Traded,Privatel,Ongoing,0,2013
City of Monticello : Telecommunications Revenue Bonds Series 2008,Privately Traded,Privatel,No,5750000,2014
"TelexFree, Inc. : Memberships",Privately Traded,Privatel,Ongoing,0,2014
"Weatherford International, Ltd.",New York SE,WFT,No,52500000,2011
CafePress Inc.,NASDAQ,PRSS,Ongoing,0,2013
"Presstek, Inc.",NASDAQ,PRST,No,1250000,2006
"U.S. Auto Parts Network, Inc.",NASDAQ,PRTS,No,10000000,2007
"Prudential Financial, Inc.",New York SE,PRU,Ongoing,0,2012
"Par Pharmaceutical Companies, Inc.",New York SE,PRX,No,8100000,2006
"Wilshire Bancorp, Inc.",NASDAQ,WIBC,Yes,0,2011
"PainCare Holdings, Inc.",OTC-BB,PRZ,No,2000000,2006
Prospect Capital Corporation,NASDAQ,PSEC,Yes,0,2014
WMS Industries Inc.,New York SE,WMS,No,3700000,2011
"Psychiatric Solutions, Inc.",NASDAQ,PSYS,Ongoing,0,2009
Whitney Holding Corporation,NASDAQ,WTNY,Yes,0,2011
Yahoo! Inc.,NASDAQ,YHOO,Yes,0,2011
"Pain Therapeutics, Inc.",NASDAQ,PTIE,Ongoing,0,2011
"Pathmark Stores, Inc.",NASDAQ,PTMK,Yes,0,2005
PetroChina Co. Ltd.,New York SE,PTR,Ongoing,0,2013
"Puda Coal, Inc.",NASDAQ,PUDA,Ongoing,0,2011
"CITIC Trust Co., Ltd. : Puda Coal, Inc.",OTC-BB,PUDA,Ongoing,0,2013
"Provectus Biopharmaceuticals, Inc.",New York SE,PVCT,Ongoing,0,2014
PVF Capital Corporation,NASDAQ,PVFC,Ongoing,0,2013
Pretium Resources Inc.,New York SE,PVG,Ongoing,0,2013
"PVR Partners, L.P.",New York SE,PVR,Ongoing,0,2013
"Yongye International, Inc.",NASDAQ,YONG,Yes,0,2011
"Powerwave Technologies, Inc.",NASDAQ,PWAV,No,3150000,2007
"Powerwave Technologies, Inc.",NASDAQ,PWAV,Ongoing,0,2012
Penn West Petroleum Ltd.,New York SE,PWE,Ongoing,0,2014
Penn West Petroleum Ltd.,New York SE,PWE,Ongoing,0,2014
Power-One Inc.,NASDAQ,PWER,Ongoing,0,2013
"Pixelplus Company, Ltd.",NASDAQ,PXPL,No,1000000,2006
PXRE Group Limited,New York SE,PXT,Yes,0,2006
"Polymedix, Inc.",NASDAQ,PYMX,Ongoing,0,2012
"Pzena ASSET MANAGEMENT, Inc.",New York SE,PZN,Yes,0,2007
"Questcor Pharmaceuticals, Inc.",NASDAQ,QCOR,Ongoing,0,2012
"QEP Midstream Partners, LP : Common Units",New York SE,QEPM,Ongoing,0,2015
"Quanta Capital Holdings, Ltd.",NASDAQ,QNTA,Yes,0,2007
Quest Resource Corporation,NASDAQ,QRCP,No,10100000,2008
QRX Pharma LTD : American Depository Receipts,OTC-BB,QRXPY,Ongoing,0,2015
"Quest SOFTWARE, Inc.",NASDAQ,QSFT,No,29400000,2006
"Quality Systems, Inc.",NASDAQ,QSII,Ongoing,0,2013
"YUHE INTERNATIONAL, INC.",NASDAQ,YUII,No,2700000,2011
Rackable Systems Incorporated,NASDAQ,RACK,Yes,0,2009
"Zoo Entertainment, Inc.",NASDAQ,ZOOG,Yes,0,2011
RAIT Financial Trust,New York SE,RAS,No,32000000,2007
Bankrate Inc.,New York SE,RATE,Ongoing,0,2013
"Bankrate, Inc.",New York SE,RATE,Ongoing,0,2014
"Bankrate, Inc.",New York SE,RATE,Ongoing,0,2014
"Rubicon Technology, Inc.",NASDAQ,RBCN,Ongoing,0,2015
"ZST Digital Networks, Inc.",NASDAQ,ZSTN,No,1700000,2011
The Royal Bank of Scotland Group PLC,New York SE,RBS,Yes,0,2009
RCS Capital Corporation,New York SE,RCAP,Ongoing,0,2014
AEterna Zentaris Inc.,NASDAQ,AEZS,Yes,0,2012
Ramp Corporation,American SE,RCOCQ,No,2075000,2005
Radian Group Inc.,New York SE,RDN,Yes,0,2007
"Repsol YPF, S.A.",New York SE,REP,No,8000000,2006
"Resonant, Inc.",NASDAQ,RESN,Ongoing,0,2015
Revlon Inc.,New York SE,REV,Yes,0,2009
"Accretive Health, Inc.",New York SE,AH,No,14000000,2012
Regions Financial Corporation,New York SE,RF,Yes,0,2009
Regions Financial Corporation,New York SE,RF,Ongoing,0,2010
Regions Financial Corporation : 8.875% Trust Preferred Securities of Regions Financing Capital Trust III,New York SE,RF.PRZ,Yes,0,2009
"Refco, Inc.",New York SE,RFX,No,49500000,2005
"Regado Biosciences, Inc.",NASDAQ,RGDO,Ongoing,0,2014
"Regado Biosciences, Inc.",NASDAQ,RGDO,Ongoing,0,2014
R&G Financial Corporation,New York SE,RGF,No,39000000,2005
"Sturm, Ruger & Company, Inc.",New York SE,RGR,No,3000000,2009
Rhodia S.A,New York SE,RHA,No,0,2005
R.H. Donnelley Corporation,OTC-BB,RHD,No,25000000,2009
"RHI Entertainment, Inc.",NASDAQ,RHIE,No,2500000,2009
"Alpha Natural Resources, Inc. : Merger with Massey Energy Co.",New York SE,ANR,Yes,0,2012
"AOL, Inc.",New York SE,AOL,Yes,0,2012
"A123 Systems, Inc.",NASDAQ,AONE,Yes,0,2012
"Rigel Pharmaceuticals, Inc.",NASDAQ,RIGL,Yes,0,2009
"ATS Corporation : Proposed Merger with Salient Federal Solutions, Inc.",New York SE,ATSC,Yes,0,2012
"BioSante Pharmaceuticals, Inc.",NASDAQ,BPAX,Yes,0,2012
Raymond James Financial Inc. : Auction Rate Securities,New York SE,RJF,Yes,0,2008
"Raymond James Financial, Inc.",New York SE,RJF,Yes,0,2009
China Agritech Inc.,OTC-BB,CAGC,Yes,0,2012
Regional Management Corp.,New York SE,RM,Ongoing,0,2014
"Rambus, Inc.",NASDAQ,RMBS,No,18333313,2006
"Oppenheimer Funds, Inc. : Rochester Fund Municipals",Open-end Fund,RMUNX,Ongoing,0,2009
Prosensa Holding N.V.,NASDAQ,RNA,Ongoing,0,2014
Prosensa Holding N.V.,NASDAQ,RNA,Yes,0,2014
RenaissanceRe Holdings Ltd.,New York SE,RNR,No,13500000,2005
"Roka Bioscience, Inc.",NASDAQ,ROKA,Ongoing,0,2014
Pacific Coast Oil Trust,New York SE,ROYT,Yes,0,2014
Pacific Coast Oil Trust,New York SE,ROYT,Yes,0,2014
Chinacast Education Corporation,NASDAQ,CAST,Yes,0,2012
"Repros Therapeutics, Inc.",NASDAQ,RPRX,Yes,0,2009
"Red Robin Gourmet Burgers, Inc.",NASDAQ,RRGB,No,1500000,2005
RadioShack Corporation,New York SE,RSH,Yes,0,2007
"Columbia Laboratories, Inc.",NASDAQ,CBRX,Yes,0,2012
Resource Capital Corp.,New York SE,RSO,Ongoing,0,2015
Career Education Corporation,NASDAQ,CECO,No,27500000,2012
"RelationServe Media, Inc. (a/k/a SendTec, Inc.)",Privately Traded,RSVM,Yes,0,2006
"Ruby Tuesday, Inc.",New York SE,RT,Ongoing,0,2014
"Rentech, Inc.",American SE,RTK,No,1800000,2009
"Root9b Technologies, Inc.",OTC-BB,RTNB,Ongoing,0,2015
"Retrophin, Inc.",NASDAQ,RTRX,Ongoing,0,2014
Swiss Reinsurance Company,Other Foreign,RUKN,Yes,0,2008
Whitney Information Network Incorporated,OTC-BB,RUSS,Yes,0,2006
"Revance Therapeutics, Inc.",NASDAQ,RVNC,Ongoing,0,2015
Royal Bank of Canada : Auction Rate Securities,New York SE,RY,Yes,0,2008
"Rayonier Advanced Materials, Inc.",New York SE,RYAM,Ongoing,0,2015
"BrightPoint, Inc.",NASDAQ,CELL,No,0,2012
Rayonier Inc.,New York SE,RYN,Ongoing,0,2014
Rayonier Inc.,New York SE,RYN,Ongoing,0,2014
Reserve Short-Term Investment Trust : Reserve Yield Plus Fund,Open-end Fund,RYPYX,Ongoing,0,2008
CNOOC Limited,New York SE,CEO,Yes,0,2012
"China-Biotics, Inc.",Pink Sheets,CHBT,Yes,0,2012
Sprint Nextel Corporation,New York SE,S,Ongoing,0,2009
GS MORTGAGE Securities Corporation : Mortgage Pass-Through Certificates or Asset-Backed Certificates,S.D. New York,S.D. New,Ongoing,0,2008
"Ambac Financial Group, Inc.",S.D. New York,S.D. New,NO,27100000,2008
"GS MORTGAGE Securities Corporation : GSAMP Trust 2006-S2, Series 2006-S2; GSAA Home Equity Trust 2006-3, Series 2006-3; and GSAA Home Equity Trust 2006-2, Series 2006-2",S.D. New York,S.D. New,No,26612500,2009
Deutsche Bank AG,S.D. New York,S.D. New,Yes,0,2009
"Bats Global Markets, Inc. : High Frequency Trading Litigation",S.D. New York,S.D. New,Ongoing,0,2014
Safeco Corporation,New York SE,SAF,Yes,0,2008
"SAIC, Inc.",NASDAQ,SAI,Ongoing,0,2012
Chemed Corp.,New York SE,CHE,No,6000000,2012
Satyam COMPUTER SERVICES Ltd.,New York SE,SAY,No,125000000,2009
Chemed Corp.,New York SE,CHE,No,6000000,2012
"DNTW Chartered Accountants, LLP : Subaye, Inc.",OTC-BB,SBAY,Ongoing,0,2013
"Symbol TECHNOLOGIES, Inc.",New York SE,SBL,Yes,0,2005
Santander Consumer USA Holdings Inc.,New York SE,SC,Ongoing,0,2014
Santander Consumer USA Holdings Inc.,New York SE,SC,Ongoing,0,2014
"Security Capital Assurance, Ltd.",New York SE,SCA,Yes,0,2007
Chesapeake Energy Corporation,New York SE,CHK,Yes,0,2012
Societe Generale (SocGen),OTC-BB,SCGLY.PK,Yes,0,2008
Scholastic Corporation,NASDAQ,SCHL,Yes,0,2007
"Chelsea Therapeutics International, Ltd.",NASDAQ,CHTP,Yes,0,2012
"Sea Containers, Ltd.",New York SE,SCR.A,Yes,0,2006
Scottish Re Group Limited,New York SE,SCT,No,37500000,2006
SolarCity Corporation,NASDAQ,SCTY,Ongoing,0,2014
Secure COMPUTING Corporation,NASDAQ,SCUR,No,3600000,2007
"SandRidge Energy, Inc.",New York SE,SD,Ongoing,0,2012
Sandridge Energy Inc.,New York SE,SD,Ongoing,0,2014
Sandridge Energy Inc.,New York SE,SD,Ongoing,0,2014
Sadia S.A.,New York SE,SDA,No,27000000,2008
Seadrill Limited,New York SE,SDRL,Ongoing,0,2014
SandRidge Mississippian Trust I,New York SE,SDT,Ongoing,0,2015
"ShengdaTech, Inc.",NASDAQ,SDTH,Ongoing,0,2011
